no_months,age,gender,income,no_months_ctr,no_months_ctr_end,phones,age_head_hh,edu_head_hh,income_head_hh,house_type,work_situation,no_calls,no_minutes,no_msgs,no_calls6,no_minutes6,no_msgs6,servcon,acq_costs,switch
99,59,M,21.12,17,6.000,3,5,3,5,1,1,12,10.10,0,20,28.78,2,0,350.00,0
95,42,V,18.25,18,-6.000,2,4,3,5,1,1,20,18.62,8,25,46.50,20,0,350.00,0
95,21,V,71.05,17,-5.000,5,2,2,1,5,1,204,370.75,85,210,275.27,54,0,350.00,0
85,36,V,16.28,21,2.000,2,3,2,2,5,1,8,10.20,1,17,19.50,2,1,350.00,0
70,24,M,43.36,10,13.000,2,4,1,3,1,1,178,240.77,58,245,279.37,63,1,350.00,0
99,35,M,16.55,25,-1.000,2,2,1,3,3,1,2,3.00,18,11,16.25,38,1,350.00,0
25,81,M,5.58,13,10.000,2,5,1,3,1,1,41,42.03,4,51,83.17,8,0,350.00,0
87,34,M,45.00,32,-11.000,3,2,1,3,4,1,84,347.18,146,103,388.58,142,0,350.00,0
96,41,V,23.15,26,-2.000,2,1,2,2,4,4,37,27.42,189,46,64.00,148,1,350.00,0
97,38,M,16.15,19,4.000,4,3,3,4,3,1,49,62.17,14,58,93.45,5,1,350.00,0
44,49,V,12.71,32,-8.000,2,5,1,1,3,2,19,5.02,8,13,3.65,14,1,350.00,0
87,31,M,58.23,24,5.000,5,1,1,2,3,4,47,147.40,356,52,125.50,387,1,350.00,0
97,46,V,16.80,30,-6.000,4,4,2,4,4,1,35,31.62,39,47,43.52,34,1,350.00,0
98,64,V,13.75,37,-2.000,1,5,2,4,4,1,7,25.80,2,6,10.68,4,0,350.00,0
75,58,M,17.26,54,-28.000,3,5,1,3,2,1,4,9.88,33,6,7.70,53,0,350.00,0
94,65,V,11.37,23,0.000,3,5,1,5,1,1,25,30.32,21,36,47.78,6,1,350.00,0
94,66,M,12.49,23,0.000,2,2,1,4,3,1,20,50.92,0,47,130.70,1,0,350.00,0
98,51,M,15.09,24,10.000,3,2,2,2,4,1,65,64.50,14,69,69.60,18,1,350.00,0
97,35,M,49.00,36,-3.000,2,3,2,3,2,1,101,106.77,37,100,98.22,20,0,350.00,0
97,59,V,10.43,53,-41.000,1,,,,,,12,3.68,0,43,40.75,4,0,350.00,0
97,65,M,11.13,15,8.000,2,6,3,5,1,3,6,5.80,3,13,19.53,1,0,350.00,0
93,24,M,45.06,9,16.000,3,4,2,2,4,2,49,77.60,4,28,39.07,1,1,350.00,0
94,44,V,39.69,35,-11.000,1,3,2,3,4,1,100,170.27,162,52,67.67,40,0,350.00,0
90,28,V,21.27,26,-4.000,1,2,3,2,5,1,63,71.87,53,59,112.52,34,0,350.00,0
85,38,V,10.44,14,9.000,4,3,3,5,3,1,45,47.40,84,60,81.13,104,1,350.00,0
92,40,V,27.11,20,9.000,2,3,2,2,5,1,76,127.85,3,65,94.82,3,1,350.00,0
91,35,V,13.26,18,6.000,2,3,3,4,1,1,26,23.38,5,25,32.02,11,1,350.00,0
93,44,M,64.72,14,9.000,4,3,2,4,3,1,99,61.47,6,139,114.47,9,0,350.00,0
29,57,M,47.98,18,15.000,3,4,3,5,4,1,52,66.93,7,48,47.92,2,1,350.00,0
88,32,V,24.79,43,-19.000,1,2,3,5,5,4,40,24.72,24,58,53.48,24,0,350.00,0
80,23,V,95.24,24,0.000,3,1,1,5,1,4,102,284.50,68,50,133.43,48,0,350.00,0
89,47,M,24.69,21,2.000,3,4,1,5,1,1,50,55.58,107,65,69.63,87,0,350.00,0
92,60,,17.18,29,-5.000,2,,,,,,44,64.48,6,66,76.95,12,1,350.00,0
85,20,V,14.97,12,11.000,4,4,2,2,5,1,47,26.83,203,69,56.57,177,1,350.00,0
71,37,V,49.13,22,1.000,2,3,1,1,4,1,72,182.45,7,75,147.90,9,1,350.00,0
85,58,M,19.44,27,-3.000,2,5,1,2,2,1,10,13.17,0,11,18.37,3,0,350.00,0
85,50,V,167.33,13,10.000,4,4,3,5,1,1,112,60.42,31,100,62.67,59,0,350.00,0
90,38,M,20.82,16,9.000,3,3,1,2,3,1,23,79.33,60,16,56.85,56,0,350.00,0
78,54,V,104.59,25,-1.000,5,4,3,5,4,1,182,556.25,38,183,395.95,32,0,350.00,0
88,39,M,11.15,31,0.000,2,6,3,3,5,5,39,45.05,26,37,37.72,24,1,350.00,0
90,37,V,16.93,17,6.000,3,5,3,5,3,1,27,32.48,2,25,32.22,14,1,350.00,0
96,,,26.86,14,9.000,2,3,2,2,5,1,18,44.23,5,29,64.42,5,0,350.00,0
87,37,M,43.77,29,0.000,1,3,3,5,4,1,84,82.62,87,106,144.50,92,1,350.00,0
75,57,V,7.54,16,7.000,2,5,2,3,4,1,3,2.13,2,9,10.78,3,0,350.00,0
96,,,13.65,22,5.000,4,,,,,,59,86.67,1,83,125.02,5,1,350.00,0
95,35,M,9.85,26,8.000,4,2,3,5,4,1,16,18.28,31,21,25.03,17,1,350.00,0
95,31,V,35.45,31,-6.000,3,2,2,3,4,1,92,154.25,21,71,97.83,14,1,350.00,0
86,26,M,117.78,26,-2.000,2,4,2,2,4,1,78,485.37,240,54,168.48,84,0,350.00,0
89,50,M,20.23,10,13.000,2,4,1,4,2,1,32,34.05,166,21,13.72,129,0,350.00,0
88,45,V,18.93,31,-7.000,4,2,2,1,5,2,67,36.18,9,102,85.75,13,1,350.00,0
95,30,V,27.35,24,0.000,2,4,2,2,4,1,70,156.93,7,54,128.62,2,0,350.00,0
94,63,M,200.05,38,-14.000,4,5,3,5,5,1,43,141.25,16,26,77.35,6,1,350.00,0
86,33,V,47.98,20,3.000,2,3,2,3,4,1,86,138.93,7,124,194.77,7,1,350.00,0
83,21,V,26.52,20,3.000,2,4,2,4,4,1,60,50.57,92,109,83.48,131,0,350.00,0
83,49,M,15.93,12,11.000,3,1,3,4,4,4,26,21.33,9,16,16.42,3,0,350.00,0
94,56,M,8.90,11,14.000,4,5,3,5,1,1,4,1.82,0,2,10.92,6,0,350.00,0
94,44,M,75.46,24,2.000,2,3,2,3,2,1,151,359.58,105,154,261.58,43,0,350.00,0
86,47,V,8.87,10,15.000,4,5,3,5,4,1,2,1.20,1,4,2.95,2,0,350.00,0
88,60,M,9.06,29,-5.000,2,5,3,5,5,1,23,29.65,0,30,31.92,1,1,350.00,0
88,50,M,9.85,29,-5.000,2,4,2,1,5,1,8,5.10,47,5,6.13,62,1,350.00,0
94,52,M,24.59,32,1.000,1,2,1,3,2,1,40,40.33,35,38,61.98,42,0,350.00,0
25,50,M,9.63,13,10.000,1,2,3,4,4,1,45,74.17,3,35,46.83,5,0,350.00,0
88,43,M,55.85,23,9.000,2,3,2,3,1,1,36,156.28,76,84,206.65,118,0,350.00,0
94,37,M,31.83,23,4.000,2,2,3,4,5,1,11,3.23,7,19,11.82,22,0,350.00,0
86,39,V,20.00,24,3.000,2,3,2,3,3,1,80,72.62,117,50,53.92,94,1,350.00,0
94,29,M,86.57,35,-1.000,2,5,1,3,3,1,31,59.38,252,28,47.25,323,0,350.00,0
86,22,V,15.10,10,13.000,2,4,2,5,4,1,92,127.78,69,120,165.93,61,0,350.00,0
84,47,V,47.50,28,-4.000,3,4,2,3,4,1,150,131.35,284,150,120.93,241,0,350.00,0
93,65,M,13.03,45,-21.000,4,,,,,,15,13.02,4,29,28.95,3,0,350.00,0
77,44,M,69.16,16,-1.000,3,3,3,2,4,1,95,159.70,13,119,183.20,4,0,350.00,0
93,55,V,15.89,36,-12.000,2,4,2,2,4,1,13,5.92,5,17,31.90,10,1,350.00,0
93,44,M,21.06,33,-9.000,1,3,2,2,3,1,24,43.90,10,15,18.70,25,0,350.00,0
78,42,V,31.20,13,10.000,3,4,3,4,4,1,15,20.90,11,13,15.58,20,0,350.00,0
83,24,V,25.33,35,-6.000,1,2,1,2,2,1,8,5.83,16,40,99.40,41,1,350.00,0
85,27,V,21.74,28,-4.000,2,2,3,4,5,1,73,97.13,21,87,114.88,46,0,350.00,0
82,43,V,48.17,8,17.000,1,3,2,2,4,1,168,200.47,40,157,213.95,31,0,350.00,0
83,23,M,57.33,8,16.000,2,1,2,4,4,4,114,274.65,56,159,621.82,52,1,350.00,0
84,33,M,31.20,18,6.000,6,2,3,2,5,2,129,125.68,58,147,192.88,51,1,350.00,0
31,47,M,15.51,19,4.000,1,4,2,3,4,1,33,26.62,7,36,34.98,7,1,350.00,0
89,,,226.16,14,11.000,2,4,3,5,1,1,272,819.57,87,317,904.68,75,0,350.00,0
92,48,V,23.79,15,8.000,2,,,,,,26,33.85,57,38,70.02,67,0,350.00,0
46,,,11.23,34,-10.000,1,3,2,1,4,1,11,4.15,7,27,23.70,6,0,350.00,0
92,68,M,13.09,32,-8.000,1,6,3,5,1,3,7,19.48,0,7,13.05,3,0,350.00,0
92,35,V,23.13,30,-5.000,2,2,3,2,4,1,43,34.42,38,63,118.18,37,1,350.00,0
91,36,M,28.80,22,5.000,4,3,2,3,4,1,110,133.18,18,122,153.27,21,1,350.00,0
91,52,M,14.92,30,-6.000,2,4,3,5,4,2,16,30.88,0,9,22.77,1,0,350.00,0
68,52,M,15.93,37,-9.000,2,4,2,2,4,1,17,10.33,3,18,16.58,8,0,350.00,0
91,47,M,31.98,8,17.000,2,4,2,4,4,1,15,26.47,0,22,25.55,2,1,350.00,0
91,44,M,28.23,19,4.000,3,3,2,1,4,2,24,41.58,8,32,44.55,13,1,350.00,0
91,,,19.00,49,-25.000,5,4,1,3,1,1,31,29.75,7,24,22.82,5,0,350.00,0
91,45,V,12.83,11,14.000,2,4,3,5,4,1,44,38.10,12,44,48.63,13,0,350.00,0
90,55,V,8.37,17,7.000,2,4,1,2,3,1,19,27.28,2,28,33.48,1,0,350.00,0
90,64,M,18.87,31,-3.000,3,5,3,5,4,1,23,44.60,2,28,47.68,2,1,350.00,0
90,42,M,16.77,10,13.000,2,3,2,4,4,1,8,36.95,30,13,33.00,33,1,350.00,0
90,51,M,36.81,35,-9.000,2,4,2,2,4,1,152,188.43,4,168,222.02,2,1,350.00,0
75,24,M,46.15,24,0.000,5,1,1,4,1,4,27,62.75,34,53,125.45,60,0,350.00,0
86,42,M,25.78,20,3.000,2,3,2,1,5,1,60,97.38,48,42,61.53,60,1,350.00,0
34,53,M,95.77,22,1.000,1,4,3,5,1,1,270,233.88,390,257,274.42,289,1,350.00,0
90,38,M,26.38,29,-5.000,4,3,3,4,3,1,13,6.85,81,18,17.25,74,0,350.00,0
89,60,V,17.75,28,0.000,3,5,2,2,5,2,13,4.30,58,35,23.60,76,0,350.00,0
89,,,51.39,21,7.000,6,4,3,5,4,1,106,91.93,40,107,78.47,55,1,350.00,0
89,62,M,49.93,11,12.000,4,5,1,4,3,1,18,19.78,3,21,21.92,5,0,350.00,0
88,53,V,37.60,23,0.000,3,4,2,3,4,1,2,0.18,41,10,15.20,55,0,350.00,0
88,46,M,22.63,20,-8.000,2,5,3,5,5,2,14,22.02,8,19,14.78,1,0,350.00,0
88,61,V,23.76,40,-16.000,2,5,3,5,1,1,42,52.45,5,21,31.28,9,0,350.00,0
76,59,V,-22.01,22,1.000,2,5,2,4,4,1,5,7.03,2,13,27.60,2,1,350.00,0
86,43,V,22.22,27,-3.000,5,3,2,3,4,1,68,175.12,8,59,160.28,6,1,350.00,0
88,56,M,14.50,21,2.000,2,6,2,3,4,3,12,14.85,9,8,6.00,1,0,350.00,0
88,36,M,41.61,32,-7.000,4,2,2,1,4,2,83,263.48,13,48,110.25,4,0,350.00,0
88,,,27.11,41,-17.000,2,0,0,0,0,0,10,20.63,0,13,16.82,1,0,350.00,0
88,63,M,24.62,15,8.000,4,3,2,2,5,1,22,55.22,0,15,31.32,1,0,350.00,0
34,43,V,11.76,22,1.000,1,,,,,,57,66.47,4,88,133.53,8,1,350.00,0
78,40,V,15.61,16,-2.000,2,5,2,2,4,1,82,165.33,4,86,205.35,12,0,350.00,0
73,35,V,24.31,24,0.000,4,2,3,5,2,1,116,219.02,48,142,271.52,37,0,350.00,0
77,57,V,16.35,37,-13.000,1,5,3,5,5,2,13,25.98,0,10,27.15,3,0,350.00,0
81,52,M,25.91,21,2.000,3,4,3,5,4,1,46,24.32,74,37,28.60,58,1,350.00,0
78,33,V,55.54,28,-2.000,2,2,1,3,2,1,94,265.77,93,98,229.25,79,0,350.00,0
78,21,V,35.72,23,0.000,2,4,1,2,1,1,129,100.02,59,76,70.15,59,0,350.00,0
87,46,V,6.58,13,12.000,2,4,3,5,2,1,48,48.48,14,63,60.37,15,0,350.00,0
82,53,M,27.27,22,-10.000,1,4,2,3,4,1,8,22.47,2,18,21.60,9,0,350.00,0
78,21,M,9.91,11,12.000,4,3,3,5,3,1,22,33.58,5,43,30.77,12,0,350.00,0
75,40,M,61.89,10,2.000,3,3,2,3,5,1,45,149.82,396,32,109.20,317,1,350.00,0
33,37,V,51.78,23,10.000,1,3,2,4,3,1,44,33.07,5,53,65.27,10,0,350.00,0
86,35,M,39.65,11,0.000,4,5,1,5,1,1,102,245.58,26,99,212.68,24,0,350.00,0
72,28,M,40.04,20,3.000,4,3,3,2,4,1,103,134.78,51,145,255.30,56,1,350.00,0
58,39,M,12.19,46,-22.000,3,3,2,3,2,1,21,4.32,18,43,15.10,21,0,350.00,0
86,51,V,33.61,27,-3.000,2,4,3,3,3,1,70,89.15,84,104,142.78,97,1,350.00,0
73,40,M,36.54,29,-5.000,3,4,2,2,4,1,84,103.53,33,86,118.33,17,0,350.00,0
72,61,M,28.90,26,0.000,5,5,2,3,4,1,112,185.57,15,119,231.82,18,0,350.00,0
77,24,V,7.71,16,7.000,3,1,2,1,5,4,100,81.23,134,84,81.15,160,1,350.00,0
86,39,V,18.59,38,-14.000,2,3,2,3,2,1,4,5.08,11,5,5.63,2,1,350.00,0
74,48,M,51.23,16,9.000,2,4,3,5,3,1,107,235.12,2,120,237.15,4,1,350.00,0
80,48,M,14.76,26,-2.000,2,4,3,5,1,1,61,55.72,1,81,69.00,2,0,350.00,0
75,36,V,20.70,27,-3.000,2,4,1,5,3,1,81,92.88,0,67,81.75,1,1,350.00,0
83,53,M,17.85,22,1.000,3,4,1,4,2,1,49,107.55,0,86,140.87,6,1,350.00,0
81,42,V,6.19,25,-1.000,3,3,2,3,1,1,19,16.40,6,49,57.55,8,0,350.00,0
77,23,M,20.52,21,1.000,2,4,2,4,4,1,77,47.22,47,112,73.57,58,0,350.00,0
84,58,V,18.04,10,13.000,3,5,1,5,1,1,19,32.62,2,17,20.22,3,0,350.00,0
70,28,V,40.59,24,-5.000,5,3,3,1,5,1,52,230.90,75,56,227.08,67,1,350.00,0
85,44,M,21.66,14,9.000,3,3,2,3,4,1,56,174.77,1,52,151.92,4,0,350.00,0
79,44,V,86.67,20,3.000,3,3,2,1,4,1,192,356.02,18,214,324.12,27,0,350.00,0
82,33,V,28.47,23,0.000,5,3,3,5,4,1,37,58.20,125,85,124.28,149,0,350.00,0
85,46,V,92.99,10,1.000,3,6,3,2,5,3,177,503.02,1,178,460.67,1,1,350.00,0
85,42,M,41.90,38,-14.000,1,3,3,5,4,1,17,33.07,6,17,46.30,5,0,350.00,0
85,54,M,16.81,44,-20.000,3,4,2,4,4,1,0,0.00,0,82,128.85,60,1,350.00,0
85,61,M,13.42,25,-1.000,2,5,2,3,4,1,19,58.18,2,10,24.83,1,0,350.00,0
85,48,M,52.28,34,-10.000,4,4,1,5,1,1,26,46.50,7,21,37.05,5,0,350.00,0
84,,,46.82,26,-2.000,3,5,3,5,1,1,24,18.90,30,28,33.30,41,0,350.00,0
49,32,M,67.10,21,13.000,2,3,2,3,3,1,163,274.78,18,225,434.35,10,1,350.00,0
84,33,V,11.82,23,0.000,5,2,3,5,4,1,73,48.90,44,90,98.12,21,0,350.00,0
84,36,V,21.57,14,9.000,4,2,3,5,1,1,28,85.57,188,41,67.30,176,1,350.00,0
84,27,M,67.27,43,-8.000,4,3,3,1,5,2,96,331.75,20,102,397.77,53,1,350.00,0
76,64,M,17.72,27,-15.000,2,5,1,3,3,1,16,22.43,4,28,43.87,42,1,350.00,0
83,68,V,15.79,19,4.000,2,6,3,2,3,3,24,100.22,5,35,110.63,9,1,350.00,0
89,,,201.47,21,2.000,4,3,3,5,4,1,456,1171.32,31,532,1292.47,53,1,350.00,0
83,49,V,66.64,43,-11.000,1,4,1,1,4,2,129,395.77,11,115,338.85,9,0,350.00,0
83,58,M,246.39,30,0.000,2,5,1,3,3,1,105,184.45,0,277,345.47,1,0,350.00,0
62,64,M,20.39,26,-2.000,3,5,1,5,1,1,81,87.68,6,88,84.52,31,1,350.00,0
60,21,M,4.42,16,7.000,3,4,2,4,4,1,25,11.63,31,37,18.78,30,1,350.00,0
83,41,M,34.34,50,-17.000,5,2,1,4,3,1,118,133.85,5,139,200.20,6,1,350.00,0
82,36,M,35.74,24,0.000,3,6,2,3,2,5,31,77.18,8,52,82.95,11,1,350.00,0
36,29,M,99.63,24,-12.000,2,2,1,3,3,1,221,468.45,156,189,388.83,75,0,350.00,0
82,30,M,90.88,8,5.000,4,,,,,,84,294.73,131,99,232.97,246,1,350.00,0
81,59,M,13.99,22,1.000,2,5,1,5,1,1,20,31.92,15,17,32.67,16,0,350.00,0
76,28,V,24.51,27,-3.000,2,2,1,1,4,1,32,82.87,13,29,50.42,20,0,350.00,0
76,33,M,27.89,45,-33.000,2,2,3,5,4,1,103,182.00,45,86,112.20,38,0,350.00,0
77,25,M,157.30,25,-1.000,15,6,2,3,4,3,479,535.72,26,450,549.38,54,1,350.00,0
71,22,M,46.48,35,-11.000,1,4,2,3,2,1,37,64.62,17,36,68.08,67,0,350.00,0
77,23,V,36.60,14,9.000,5,1,3,5,1,4,154,185.73,182,158,154.08,151,1,350.00,0
77,,,64.19,14,10.000,2,5,3,5,5,1,63,176.65,17,65,197.48,4,1,350.00,0
75,43,V,16.69,25,-1.000,2,4,3,5,4,1,44,75.07,15,45,57.83,10,1,350.00,0
75,27,M,56.52,17,6.000,3,2,1,3,1,1,166,190.27,36,128,146.58,34,1,350.00,0
68,48,V,11.59,16,7.000,3,4,3,5,4,1,41,67.60,5,56,83.37,20,0,350.00,0
81,48,V,20.75,24,-1.000,2,6,3,1,5,2,29,116.40,51,53,106.17,56,0,350.00,0
80,52,M,41.37,18,5.000,2,4,3,4,2,1,22,33.27,15,24,24.38,6,1,350.00,0
80,29,V,33.41,23,2.000,3,2,1,2,2,1,91,124.45,47,87,117.80,68,0,350.00,0
80,37,M,24.91,37,-9.000,6,3,3,3,1,1,39,112.65,0,33,38.78,2,1,350.00,0
75,46,M,51.50,31,-7.000,6,5,3,5,1,1,267,134.78,59,224,115.38,33,0,350.00,0
61,23,M,40.24,26,-2.000,2,1,1,2,2,1,39,69.78,60,30,34.77,54,1,350.00,0
73,22,M,22.80,9,16.000,3,1,2,2,4,4,16,13.40,9,36,37.38,4,0,350.00,0
80,51,M,32.75,20,3.000,3,4,2,3,1,1,69,39.97,90,61,54.47,70,0,350.00,0
80,45,V,62.74,17,6.000,4,,,,,,179,278.07,12,420,852.35,14,1,350.00,0
79,49,M,37.06,39,-4.000,12,4,3,2,5,1,207,276.88,31,191,209.63,13,0,350.00,0
79,63,V,19.25,27,0.000,3,5,2,3,4,1,48,34.35,15,49,47.33,3,1,350.00,0
79,28,M,39.00,18,-6.000,5,4,2,2,4,1,66,114.45,2,57,87.60,7,1,350.00,0
79,29,M,15.70,40,-16.000,1,3,3,2,5,1,5,43.20,3,11,54.15,1,0,350.00,0
45,65,M,21.94,26,-14.000,2,5,3,5,1,1,35,47.52,1,48,108.15,1,0,350.00,0
79,,,35.29,41,-6.000,3,2,2,1,4,2,27,7.87,0,48,40.22,3,0,350.00,0
78,58,V,26.34,20,3.000,3,5,2,1,5,2,41,15.02,0,66,57.62,17,0,350.00,0
78,72,M,45.74,29,-5.000,4,6,3,5,2,3,17,40.83,3,32,50.58,1,0,350.00,0
78,72,M,21.65,11,11.000,4,6,2,1,4,3,16,31.03,4,15,34.47,5,0,350.00,0
78,55,M,260.76,22,10.000,4,4,1,2,3,1,58,216.93,67,59,153.35,82,1,350.00,0
78,,,81.47,31,-7.000,6,0,0,0,0,0,109,205.20,42,106,288.00,56,1,350.00,0
77,39,V,12.33,25,-1.000,3,4,1,2,3,1,127,254.57,12,177,518.77,24,1,350.00,0
77,54,V,20.55,28,-4.000,3,5,1,4,3,1,50,70.45,33,92,144.93,22,1,350.00,0
77,69,M,42.06,42,-18.000,2,6,1,3,1,1,81,82.25,11,59,80.72,4,1,350.00,0
57,56,V,82.71,19,4.000,3,5,3,5,1,1,29,25.57,46,28,19.23,45,1,350.00,0
76,51,M,61.57,8,16.000,4,,,,,,172,191.78,1,227,214.62,1,0,350.00,0
76,58,M,15.03,25,-1.000,3,5,2,3,4,1,71,79.42,5,102,101.92,17,1,350.00,0
76,58,V,20.33,24,0.000,5,5,2,1,4,2,116,176.28,2,108,146.98,6,1,350.00,0
76,43,V,16.83,25,7.000,7,4,2,4,4,1,42,32.37,96,67,48.45,179,1,350.00,0
76,33,V,24.10,18,6.000,2,2,1,1,2,1,92,120.42,11,133,217.33,17,1,350.00,0
76,39,M,36.28,33,0.000,1,3,3,4,4,1,38,77.78,60,44,95.22,24,0,350.00,0
76,45,V,15.54,8,16.000,2,5,3,5,4,1,52,79.72,7,74,100.50,19,1,350.00,0
76,43,V,46.93,29,5.000,2,3,2,2,4,1,54,37.10,113,69,70.90,88,0,350.00,0
75,38,V,89.18,23,-4.000,3,1,1,2,3,4,236,519.22,43,206,450.57,17,1,350.00,0
75,65,M,30.84,40,-16.000,1,5,3,5,4,1,2,5.50,17,3,5.05,4,0,350.00,0
75,72,V,10.14,41,-17.000,1,5,3,5,4,1,2,5.10,1,5,6.53,2,0,350.00,0
75,47,V,38.01,33,-9.000,1,4,1,2,3,1,34,33.43,4,30,29.23,2,1,350.00,0
75,45,V,12.66,15,10.000,4,3,2,3,4,1,7,2.18,21,10,14.70,41,1,350.00,0
75,51,M,68.74,25,-1.000,2,4,3,5,5,1,87,101.15,2,95,147.50,5,1,350.00,0
75,51,M,8.36,17,6.000,3,4,1,3,3,1,0,0.00,0,3,5.07,51,0,350.00,0
75,67,M,16.49,22,1.000,4,5,1,3,3,1,7,5.80,12,9,13.27,11,1,350.00,0
75,60,V,26.36,53,-29.000,2,5,3,5,2,1,28,50.22,0,78,151.17,4,0,350.00,0
75,60,V,40.61,11,12.000,2,5,2,4,4,1,51,159.30,31,33,61.38,21,1,350.00,0
75,48,V,11.41,42,-18.000,1,4,2,4,4,1,6,1.78,12,9,6.13,8,0,350.00,0
75,31,V,31.35,28,-4.000,2,6,3,3,3,5,43,130.52,40,47,162.52,47,0,350.00,0
75,57,M,32.67,27,-3.000,2,5,3,3,5,1,34,103.15,5,36,60.93,3,1,350.00,0
75,56,M,15.48,30,-6.000,3,6,2,4,4,3,8,4.75,7,20,28.55,8,1,350.00,0
75,62,M,13.31,42,-18.000,2,4,2,4,4,1,9,15.68,4,16,28.32,7,0,350.00,0
75,44,M,8.82,30,-6.000,2,3,3,5,3,1,1,0.27,2,1,1.22,2,0,350.00,0
75,56,V,26.10,20,11.000,3,1,3,3,4,4,58,114.25,14,45,101.73,17,1,350.00,0
75,51,V,71.09,21,9.000,3,6,3,5,4,3,54,276.87,32,58,283.57,13,1,350.00,0
75,47,M,9.08,50,-26.000,1,4,1,3,3,1,0,0.00,4,2,2.17,1,0,350.00,0
75,63,M,16.89,27,-3.000,3,5,3,5,4,1,8,18.60,8,8,15.80,7,0,350.00,0
75,77,M,9.41,37,-13.000,1,6,2,4,5,3,5,4.32,0,16,26.63,1,1,350.00,0
75,31,M,47.38,13,13.000,5,3,2,2,4,1,75,143.07,67,63,95.48,69,0,350.00,0
75,47,V,34.49,11,12.000,2,4,2,2,4,1,53,83.00,21,69,81.88,77,0,350.00,0
75,53,M,16.86,22,1.000,2,1,2,3,4,4,50,35.52,0,46,30.93,3,0,350.00,0
75,63,M,8.66,23,0.000,2,5,3,5,4,1,2,1.60,0,6,17.70,4,0,350.00,0
75,58,M,12.72,12,12.000,2,2,3,5,4,1,4,4.67,19,29,34.13,35,0,350.00,0
75,77,M,9.59,38,-14.000,1,6,2,2,5,3,9,3.12,1,10,4.75,1,0,350.00,0
75,54,V,7.70,12,11.000,2,4,2,4,4,1,49,62.62,81,33,25.95,69,0,350.00,0
75,63,M,12.56,39,-15.000,2,5,1,3,1,1,1,0.22,0,7,7.83,2,1,350.00,0
75,51,V,14.81,29,-5.000,2,4,2,3,4,1,21,19.68,0,36,32.15,3,1,350.00,0
75,35,V,6.91,13,10.000,2,,,,,,142,124.95,67,188,250.17,99,0,350.00,0
75,78,M,38.95,48,-15.000,2,5,1,1,2,2,78,94.27,4,103,157.57,6,0,350.00,0
75,62,V,12.56,34,-10.000,1,5,2,1,5,2,3,2.03,0,18,33.28,4,0,350.00,0
75,60,M,38.01,21,8.000,4,3,2,2,4,1,51,94.90,4,59,118.97,5,1,350.00,0
75,50,M,40.10,35,-11.000,5,2,3,3,4,1,39,28.82,0,33,27.30,2,0,350.00,0
75,41,M,22.71,19,-7.000,2,2,2,3,3,1,38,58.48,5,58,78.12,15,1,350.00,0
75,62,M,15.27,38,-14.000,1,5,1,5,1,1,4,5.15,1,13,13.50,2,1,350.00,0
75,43,M,19.07,11,12.000,5,3,2,4,4,1,0,0.00,0,1,1.42,6,1,350.00,0
75,75,M,14.44,22,11.000,4,6,2,3,2,5,23,23.78,2,45,40.75,2,1,350.00,0
75,80,M,10.15,15,8.000,3,6,2,2,5,3,13,4.07,0,17,19.18,1,0,350.00,0
75,68,M,9.22,38,-14.000,1,6,2,3,4,3,7,3.27,0,7,7.07,5,0,350.00,0
75,51,V,7.24,28,-4.000,6,6,3,5,4,2,21,36.53,5,42,81.57,4,1,350.00,0
75,55,M,176.36,17,7.000,3,2,3,1,5,2,64,233.27,87,85,525.27,101,0,350.00,0
69,30,V,71.66,23,0.000,5,2,1,3,1,1,85,158.45,40,103,232.78,25,1,350.00,0
67,50,V,0.30,25,-1.000,3,4,2,4,4,1,12,23.05,9,16,52.92,9,1,350.00,0
74,25,M,40.08,33,-4.000,1,,,,,,52,56.12,86,82,109.48,73,1,350.00,0
74,29,V,25.70,26,-2.000,2,3,2,2,5,1,45,128.90,48,44,146.45,73,1,350.00,0
74,46,V,15.04,16,7.000,2,1,1,5,1,4,8,24.08,2,10,19.80,11,0,350.00,0
74,36,M,34.54,41,-6.000,2,6,3,5,1,3,15,25.90,36,10,20.50,13,1,350.00,0
74,43,V,13.46,18,5.000,2,4,1,2,1,1,26,19.58,1,37,46.12,2,0,350.00,0
74,26,V,31.25,9,14.000,6,1,1,4,2,1,95,63.33,12,105,67.87,50,1,350.00,0
74,26,M,48.59,10,13.000,2,3,2,4,2,1,193,238.18,133,248,205.77,123,1,350.00,0
73,31,M,42.42,15,9.000,3,2,1,3,3,1,27,138.00,9,31,78.00,18,1,350.00,0
73,56,M,18.08,17,6.000,2,5,2,3,4,1,36,32.18,7,40,75.13,2,1,350.00,0
73,26,M,49.93,19,7.000,3,5,1,5,1,1,86,92.53,131,128,161.52,160,0,350.00,0
73,32,M,93.16,16,9.000,6,2,2,2,5,1,490,355.88,162,666,453.77,338,1,350.00,0
73,,,8.41,11,12.000,3,3,2,3,1,1,21,24.10,4,23,29.28,5,0,350.00,0
73,25,V,15.41,16,9.000,4,3,2,4,4,1,26,31.55,13,59,72.53,20,0,350.00,0
73,46,V,6.55,10,13.000,2,4,3,5,4,1,55,68.62,1,52,67.97,4,0,350.00,0
72,25,M,23.78,24,10.000,6,2,3,1,4,2,40,79.70,57,57,86.15,38,1,350.00,0
72,42,M,24.43,22,9.000,2,3,2,2,4,1,13,10.90,3,18,16.12,1,1,350.00,0
